image_path,label
./datasets/train/0\syn03776.png,0
./datasets/train/0\syn03777.png,0
./datasets/train/0\syn03824.png,0
./datasets/train/0\syn03875.png,0
./datasets/train/0\syn03905.png,0
./datasets/train/0\syn03909.png,0
./datasets/train/0\syn03917.png,0
./datasets/train/0\syn04045.png,0
./datasets/train/0\syn04060.png,0
./datasets/train/0\syn04087.png,0
./datasets/train/0\syn04138.png,0
./datasets/train/0\syn04156.png,0
./datasets/train/0\syn04205.png,0
./datasets/train/0\syn04212.png,0
./datasets/train/0\syn04252.png,0
./datasets/train/0\syn04277.png,0
./datasets/train/0\syn04280.png,0
./datasets/train/0\syn04336.png,0
./datasets/train/0\syn04361.png,0
./datasets/train/0\syn04366.png,0
./datasets/train/0\syn04387.png,0
./datasets/train/0\syn04410.png,0
./datasets/train/0\syn04506.png,0
./datasets/train/0\syn04528.png,0
./datasets/train/0\syn04547.png,0
./datasets/train/0\syn04568.png,0
./datasets/train/0\syn04580.png,0
./datasets/train/0\syn04588.png,0
./datasets/train/0\syn04625.png,0
./datasets/train/0\syn04645.png,0
./datasets/train/0\syn04688.png,0
./datasets/train/0\syn04819.png,0
./datasets/train/0\syn04846.png,0
./datasets/train/0\syn05049.png,0
./datasets/train/0\syn05067.png,0
./datasets/train/0\syn05092.png,0
./datasets/train/0\syn05144.png,0
./datasets/train/0\syn05159.png,0
./datasets/train/0\syn05227.png,0
./datasets/train/0\syn05235.png,0
./datasets/train/0\syn05324.png,0
./datasets/train/0\syn05332.png,0
./datasets/train/0\syn05399.png,0
./datasets/train/0\syn05423.png,0
./datasets/train/0\syn05440.png,0
./datasets/train/0\syn05508.png,0
./datasets/train/0\syn05522.png,0
./datasets/train/0\syn05525.png,0
./datasets/train/0\syn05534.png,0
./datasets/train/0\syn05552.png,0
./datasets/train/0\syn05557.png,0
./datasets/train/0\syn05584.png,0
./datasets/train/0\syn05596.png,0
./datasets/train/0\syn05597.png,0
./datasets/train/0\syn05675.png,0
./datasets/train/0\syn05789.png,0
./datasets/train/0\syn05837.png,0
./datasets/train/0\syn05962.png,0
./datasets/train/0\syn05963.png,0
./datasets/train/0\syn06043.png,0
./datasets/train/0\syn06071.png,0
./datasets/train/0\syn06073.png,0
./datasets/train/0\syn06078.png,0
./datasets/train/0\syn06103.png,0
./datasets/train/0\syn06192.png,0
./datasets/train/0\syn06229.png,0
./datasets/train/0\syn06244.png,0
./datasets/train/0\syn06270.png,0
./datasets/train/0\syn06314.png,0
./datasets/train/0\syn06347.png,0
./datasets/train/0\syn06372.png,0
./datasets/train/0\syn06397.png,0
./datasets/train/0\syn06405.png,0
./datasets/train/0\syn06486.png,0
./datasets/train/0\syn06557.png,0
./datasets/train/0\syn06578.png,0
./datasets/train/0\syn06597.png,0
./datasets/train/0\syn06604.png,0
./datasets/train/0\syn06608.png,0
./datasets/train/0\syn06626.png,0
./datasets/train/0\syn06628.png,0
./datasets/train/0\syn06666.png,0
./datasets/train/0\syn06718.png,0
./datasets/train/0\syn06746.png,0
./datasets/train/0\syn06749.png,0
./datasets/train/0\syn06755.png,0
./datasets/train/0\syn06876.png,0
./datasets/train/0\syn06905.png,0
./datasets/train/0\syn06923.png,0
./datasets/train/0\syn06942.png,0
./datasets/train/0\syn06973.png,0
./datasets/train/0\syn07073.png,0
./datasets/train/0\syn07087.png,0
./datasets/train/0\syn07185.png,0
./datasets/train/0\syn07210.png,0
./datasets/train/0\syn07214.png,0
./datasets/train/0\syn07231.png,0
./datasets/train/0\syn07232.png,0
./datasets/train/0\syn07252.png,0
./datasets/train/0\syn07310.png,0
./datasets/train/0\syn07323.png,0
./datasets/train/0\syn07420.png,0
./datasets/train/0\syn07432.png,0
./datasets/train/0\syn07433.png,0
./datasets/train/0\syn07516.png,0
./datasets/train/0\syn07538.png,0
./datasets/train/0\syn07569.png,0
./datasets/train/0\syn07721.png,0
./datasets/train/0\syn07910.png,0
./datasets/train/0\syn07912.png,0
./datasets/train/0\syn07932.png,0
./datasets/train/0\syn07937.png,0
./datasets/train/0\syn08012.png,0
./datasets/train/0\syn08060.png,0
./datasets/train/0\syn08063.png,0
./datasets/train/0\syn08105.png,0
./datasets/train/0\syn08119.png,0
./datasets/train/0\syn08181.png,0
./datasets/train/0\syn08186.png,0
./datasets/train/0\syn08223.png,0
./datasets/train/0\syn08242.png,0
./datasets/train/0\syn08280.png,0
./datasets/train/0\syn08339.png,0
./datasets/train/0\syn08380.png,0
./datasets/train/0\syn08389.png,0
./datasets/train/0\syn08436.png,0
./datasets/train/0\syn08478.png,0
./datasets/train/0\syn08484.png,0
./datasets/train/0\syn08485.png,0
./datasets/train/0\syn08517.png,0
./datasets/train/0\syn08539.png,0
./datasets/train/0\syn08607.png,0
./datasets/train/0\syn08622.png,0
./datasets/train/0\syn08648.png,0
./datasets/train/0\syn08716.png,0
./datasets/train/0\syn08742.png,0
./datasets/train/0\syn08775.png,0
./datasets/train/0\syn08808.png,0
./datasets/train/0\syn08838.png,0
./datasets/train/0\syn08889.png,0
./datasets/train/0\syn08927.png,0
./datasets/train/0\syn08939.png,0
./datasets/train/0\syn08973.png,0
./datasets/train/0\syn08981.png,0
./datasets/train/0\syn09054.png,0
./datasets/train/0\syn09070.png,0
./datasets/train/0\syn09106.png,0
./datasets/train/0\syn09132.png,0
./datasets/train/0\syn09175.png,0
./datasets/train/0\syn09177.png,0
./datasets/train/0\syn09204.png,0
./datasets/train/0\syn09228.png,0
./datasets/train/0\syn09238.png,0
./datasets/train/0\syn09244.png,0
./datasets/train/0\syn09251.png,0
./datasets/train/0\syn09275.png,0
./datasets/train/0\syn09277.png,0
./datasets/train/0\syn09311.png,0
./datasets/train/0\syn09317.png,0
./datasets/train/0\syn09329.png,0
./datasets/train/0\syn09436.png,0
./datasets/train/0\syn09439.png,0
./datasets/train/0\syn09471.png,0
./datasets/train/0\syn09511.png,0
./datasets/train/0\syn09540.png,0
./datasets/train/0\syn09548.png,0
./datasets/train/0\syn09554.png,0
./datasets/train/0\syn09649.png,0
./datasets/train/0\syn09672.png,0
./datasets/train/0\syn09686.png,0
./datasets/train/0\syn09697.png,0
./datasets/train/0\syn09703.png,0
./datasets/train/0\syn09731.png,0
./datasets/train/0\syn09781.png,0
./datasets/train/0\syn09840.png,0
./datasets/train/0\syn09856.png,0
./datasets/train/0\syn09877.png,0
./datasets/train/0\syn09893.png,0
./datasets/train/0\syn09928.png,0
./datasets/train/0\syn09932.png,0
./datasets/train/0\syn09986.png,0
./datasets/train/0\syn10091.png,0
./datasets/train/0\syn10098.png,0
./datasets/train/0\syn10120.png,0
./datasets/train/0\syn10141.png,0
./datasets/train/0\syn10191.png,0
./datasets/train/0\syn10221.png,0
./datasets/train/0\syn10226.png,0
./datasets/train/0\syn10241.png,0
./datasets/train/0\syn10250.png,0
./datasets/train/0\syn10269.png,0
./datasets/train/0\syn10338.png,0
./datasets/train/0\syn10420.png,0
./datasets/train/0\syn10449.png,0
./datasets/train/0\syn10489.png,0
./datasets/train/0\syn10630.png,0
./datasets/train/0\syn10639.png,0
./datasets/train/0\syn10657.png,0
./datasets/train/0\syn10662.png,0
./datasets/train/0\syn10725.png,0
./datasets/train/0\syn10757.png,0
./datasets/train/0\syn10758.png,0
./datasets/train/0\syn10791.png,0
./datasets/train/0\syn10869.png,0
./datasets/train/0\syn10885.png,0
./datasets/train/0\syn10893.png,0
./datasets/train/0\syn10910.png,0
./datasets/train/0\syn10965.png,0
./datasets/train/0\syn11041.png,0
./datasets/train/0\syn11046.png,0
./datasets/train/0\syn11083.png,0
./datasets/train/0\syn11085.png,0
./datasets/train/0\syn11103.png,0
./datasets/train/0\syn11164.png,0
./datasets/train/0\syn11179.png,0
./datasets/train/0\syn11225.png,0
./datasets/train/0\syn11231.png,0
./datasets/train/0\syn11247.png,0
./datasets/train/0\syn11268.png,0
./datasets/train/0\syn11273.png,0
./datasets/train/0\syn11279.png,0
./datasets/train/0\syn11299.png,0
./datasets/train/0\syn11317.png,0
./datasets/train/0\syn11334.png,0
./datasets/train/0\syn11352.png,0
./datasets/train/0\syn11359.png,0
./datasets/train/0\syn11390.png,0
./datasets/train/0\syn11501.png,0
./datasets/train/0\syn11502.png,0
./datasets/train/0\syn11505.png,0
./datasets/train/0\syn11561.png,0
./datasets/train/0\syn11588.png,0
./datasets/train/0\syn11638.png,0
./datasets/train/0\syn11688.png,0
./datasets/train/0\syn11692.png,0
./datasets/train/0\syn11724.png,0
./datasets/train/0\syn11816.png,0
./datasets/train/0\syn11877.png,0
./datasets/train/0\syn11893.png,0
./datasets/train/0\syn11909.png,0
./datasets/train/0\syn11912.png,0
./datasets/train/0\syn11953.png,0
./datasets/train/0\syn11957.png,0
./datasets/train/0\syn11991.png,0
./datasets/train/0\syn11992.png,0
./datasets/train/0\syn12020.png,0
./datasets/train/0\syn12021.png,0
./datasets/train/0\syn12074.png,0
./datasets/train/0\syn12086.png,0
./datasets/train/0\syn12204.png,0
./datasets/train/0\syn12205.png,0
./datasets/train/0\syn12218.png,0
./datasets/train/0\syn12226.png,0
./datasets/train/0\syn12253.png,0
./datasets/train/0\syn12292.png,0
./datasets/train/0\syn12313.png,0
./datasets/train/0\syn12331.png,0
./datasets/train/0\syn12537.png,0
./datasets/train/0\syn12571.png,0
./datasets/train/0\syn12649.png,0
./datasets/train/0\syn12752.png,0
./datasets/train/0\syn12792.png,0
./datasets/train/0\syn12793.png,0
./datasets/train/0\syn12825.png,0
./datasets/train/0\syn12878.png,0
./datasets/train/0\syn12912.png,0
./datasets/train/0\syn12981.png,0
./datasets/train/0\syn12983.png,0
./datasets/train/0\syn13049.png,0
./datasets/train/0\syn13067.png,0
./datasets/train/0\syn13119.png,0
./datasets/train/0\syn13144.png,0
./datasets/train/0\syn13147.png,0
./datasets/train/0\syn13156.png,0
./datasets/train/0\syn13189.png,0
./datasets/train/0\syn13199.png,0
./datasets/train/0\syn13215.png,0
./datasets/train/0\syn13230.png,0
./datasets/train/0\syn13266.png,0
./datasets/train/0\syn13268.png,0
./datasets/train/0\syn13273.png,0
./datasets/train/0\syn13389.png,0
./datasets/train/0\syn13439.png,0
./datasets/train/0\syn13517.png,0
./datasets/train/0\syn13546.png,0
./datasets/train/0\syn13580.png,0
./datasets/train/0\syn13651.png,0
./datasets/train/0\syn13675.png,0
./datasets/train/0\syn13784.png,0
./datasets/train/0\syn13853.png,0
./datasets/train/0\syn13855.png,0
./datasets/train/0\syn13867.png,0
./datasets/train/0\syn13894.png,0
./datasets/train/0\syn13930.png,0
./datasets/train/0\syn13938.png,0
./datasets/train/0\syn13985.png,0
./datasets/train/0\syn14018.png,0
./datasets/train/0\syn14048.png,0
./datasets/train/0\syn14117.png,0
./datasets/train/0\syn14147.png,0
./datasets/train/0\syn14152.png,0
./datasets/train/0\syn14206.png,0
./datasets/train/0\syn14227.png,0
./datasets/train/0\syn14356.png,0
./datasets/train/0\syn14363.png,0
./datasets/train/0\syn14370.png,0
./datasets/train/0\syn14380.png,0
./datasets/train/0\syn14381.png,0
./datasets/train/0\syn14395.png,0
./datasets/train/0\syn14423.png,0
./datasets/train/0\syn14433.png,0
./datasets/train/0\syn14525.png,0
./datasets/train/0\syn14534.png,0
./datasets/train/0\syn14540.png,0
./datasets/train/0\syn14548.png,0
./datasets/train/0\syn14578.png,0
./datasets/train/0\syn14628.png,0
./datasets/train/0\syn14677.png,0
./datasets/train/0\syn14728.png,0
./datasets/train/0\syn14750.png,0
./datasets/train/0\syn14758.png,0
./datasets/train/0\syn14779.png,0
./datasets/train/0\syn14823.png,0
./datasets/train/0\syn14831.png,0
./datasets/train/0\syn14832.png,0
./datasets/train/0\syn14889.png,0
./datasets/train/0\syn14911.png,0
./datasets/train/0\syn14916.png,0
./datasets/train/0\syn14948.png,0
./datasets/train/0\syn14983.png,0
./datasets/train/0\syn14988.png,0
./datasets/train/0\syn15018.png,0
./datasets/train/0\syn15098.png,0
./datasets/train/0\syn15103.png,0
./datasets/train/0\syn15109.png,0
./datasets/train/0\syn15113.png,0
./datasets/train/0\syn15181.png,0
./datasets/train/0\syn15243.png,0
./datasets/train/0\syn15262.png,0
./datasets/train/0\syn15267.png,0
./datasets/train/0\syn15299.png,0
./datasets/train/0\syn15301.png,0
./datasets/train/0\syn15345.png,0
./datasets/train/0\syn15348.png,0
./datasets/train/0\syn15410.png,0
./datasets/train/0\syn15417.png,0
./datasets/train/0\syn15433.png,0
./datasets/train/0\syn15449.png,0
./datasets/train/0\syn15476.png,0
./datasets/train/0\syn15546.png,0
./datasets/train/0\syn15549.png,0
./datasets/train/0\syn15562.png,0
./datasets/train/0\syn15602.png,0
./datasets/train/0\syn15716.png,0
./datasets/train/0\syn15739.png,0
./datasets/train/0\syn15797.png,0
./datasets/train/0\syn15803.png,0
./datasets/train/0\syn15825.png,0
./datasets/train/0\syn15918.png,0
./datasets/train/0\syn15934.png,0
./datasets/train/0\syn15937.png,0
./datasets/train/0\syn16027.png,0
./datasets/train/0\syn16034.png,0
./datasets/train/0\syn16164.png,0
./datasets/train/0\syn16177.png,0
./datasets/train/0\syn16191.png,0
./datasets/train/0\syn16199.png,0
./datasets/train/0\syn16295.png,0
./datasets/train/0\syn16327.png,0
./datasets/train/0\syn16358.png,0
./datasets/train/0\syn16371.png,0
./datasets/train/0\syn16453.png,0
./datasets/train/0\syn16465.png,0
./datasets/train/0\syn16474.png,0
./datasets/train/0\syn16480.png,0
./datasets/train/0\syn16541.png,0
./datasets/train/0\syn16554.png,0
./datasets/train/0\syn16565.png,0
./datasets/train/0\syn16584.png,0
./datasets/train/0\syn16604.png,0
./datasets/train/0\syn16621.png,0
./datasets/train/0\syn16732.png,0
./datasets/train/0\syn16741.png,0
./datasets/train/0\syn16801.png,0
./datasets/train/0\syn16865.png,0
./datasets/train/0\syn16928.png,0
./datasets/train/1\syn00018.png,1
./datasets/train/1\syn00069.png,1
./datasets/train/1\syn00086.png,1
./datasets/train/1\syn00169.png,1
./datasets/train/1\syn00198.png,1
./datasets/train/1\syn00220.png,1
./datasets/train/1\syn00250.png,1
./datasets/train/1\syn00337.png,1
./datasets/train/1\syn00411.png,1
./datasets/train/1\syn00425.png,1
./datasets/train/1\syn00444.png,1
./datasets/train/1\syn00474.png,1
./datasets/train/1\syn00477.png,1
./datasets/train/1\syn00524.png,1
./datasets/train/1\syn00569.png,1
./datasets/train/1\syn00584.png,1
./datasets/train/1\syn00617.png,1
./datasets/train/1\syn00661.png,1
./datasets/train/1\syn00711.png,1
./datasets/train/1\syn00729.png,1
./datasets/train/1\syn00766.png,1
./datasets/train/1\syn00768.png,1
./datasets/train/1\syn00786.png,1
./datasets/train/1\syn00838.png,1
./datasets/train/1\syn00938.png,1
./datasets/train/1\syn00940.png,1
./datasets/train/1\syn01039.png,1
./datasets/train/1\syn01043.png,1
./datasets/train/1\syn01070.png,1
./datasets/train/1\syn01071.png,1
./datasets/train/1\syn01078.png,1
./datasets/train/1\syn01103.png,1
./datasets/train/1\syn01215.png,1
./datasets/train/1\syn01243.png,1
./datasets/train/1\syn01285.png,1
./datasets/train/1\syn01290.png,1
./datasets/train/1\syn01303.png,1
./datasets/train/1\syn01310.png,1
./datasets/train/1\syn01467.png,1
./datasets/train/1\syn01491.png,1
./datasets/train/1\syn01523.png,1
./datasets/train/1\syn01551.png,1
./datasets/train/1\syn01568.png,1
./datasets/train/1\syn01578.png,1
./datasets/train/1\syn01608.png,1
./datasets/train/1\syn01649.png,1
./datasets/train/1\syn01682.png,1
./datasets/train/1\syn01722.png,1
./datasets/train/1\syn01726.png,1
./datasets/train/1\syn01729.png,1
./datasets/train/1\syn01732.png,1
./datasets/train/1\syn01734.png,1
./datasets/train/1\syn01741.png,1
./datasets/train/1\syn01807.png,1
./datasets/train/1\syn01826.png,1
./datasets/train/1\syn01892.png,1
./datasets/train/1\syn01903.png,1
./datasets/train/1\syn01975.png,1
./datasets/train/1\syn02031.png,1
./datasets/train/1\syn02052.png,1
./datasets/train/1\syn02144.png,1
./datasets/train/1\syn02204.png,1
./datasets/train/1\syn02215.png,1
./datasets/train/1\syn02245.png,1
./datasets/train/1\syn02274.png,1
./datasets/train/1\syn02277.png,1
./datasets/train/1\syn02319.png,1
./datasets/train/1\syn02382.png,1
./datasets/train/1\syn02507.png,1
./datasets/train/1\syn02593.png,1
./datasets/train/1\syn02603.png,1
./datasets/train/1\syn02622.png,1
./datasets/train/1\syn02624.png,1
./datasets/train/1\syn02645.png,1
./datasets/train/1\syn02646.png,1
./datasets/train/1\syn02742.png,1
./datasets/train/1\syn02870.png,1
./datasets/train/1\syn02944.png,1
./datasets/train/1\syn03007.png,1
./datasets/train/1\syn03051.png,1
./datasets/train/1\syn03104.png,1
./datasets/train/1\syn03112.png,1
./datasets/train/1\syn03113.png,1
./datasets/train/1\syn03114.png,1
./datasets/train/1\syn03144.png,1
./datasets/train/1\syn03175.png,1
./datasets/train/1\syn03181.png,1
./datasets/train/1\syn03204.png,1
./datasets/train/1\syn03213.png,1
./datasets/train/1\syn03232.png,1
./datasets/train/1\syn03245.png,1
./datasets/train/1\syn03257.png,1
./datasets/train/1\syn03265.png,1
./datasets/train/1\syn03276.png,1
./datasets/train/1\syn03297.png,1
./datasets/train/1\syn03305.png,1
./datasets/train/1\syn03312.png,1
./datasets/train/1\syn03335.png,1
./datasets/train/1\syn03340.png,1
./datasets/train/1\syn03358.png,1
./datasets/train/1\syn03444.png,1
./datasets/train/1\syn03480.png,1
./datasets/train/1\syn03538.png,1
./datasets/train/1\syn03556.png,1
./datasets/train/1\syn03590.png,1
./datasets/train/1\syn03615.png,1
./datasets/train/1\syn03693.png,1
./datasets/train/1\syn03746.png,1
./datasets/train/1\syn03798.png,1
./datasets/train/1\syn03809.png,1
./datasets/train/1\syn03822.png,1
./datasets/train/1\syn03830.png,1
./datasets/train/1\syn03910.png,1
./datasets/train/1\syn04066.png,1
./datasets/train/1\syn04084.png,1
./datasets/train/1\syn04119.png,1
./datasets/train/1\syn04133.png,1
./datasets/train/1\syn04160.png,1
./datasets/train/1\syn04165.png,1
./datasets/train/1\syn04174.png,1
./datasets/train/1\syn04177.png,1
./datasets/train/1\syn04178.png,1
./datasets/train/1\syn04193.png,1
./datasets/train/1\syn04242.png,1
./datasets/train/1\syn04302.png,1
./datasets/train/1\syn04346.png,1
./datasets/train/1\syn04347.png,1
./datasets/train/1\syn04408.png,1
./datasets/train/1\syn04445.png,1
./datasets/train/1\syn04599.png,1
./datasets/train/1\syn04626.png,1
./datasets/train/1\syn04649.png,1
./datasets/train/1\syn04659.png,1
./datasets/train/1\syn04673.png,1
./datasets/train/1\syn04747.png,1
./datasets/train/1\syn04753.png,1
./datasets/train/1\syn04764.png,1
./datasets/train/1\syn04775.png,1
./datasets/train/1\syn04777.png,1
./datasets/train/1\syn04780.png,1
./datasets/train/1\syn04794.png,1
./datasets/train/1\syn04827.png,1
./datasets/train/1\syn04843.png,1
./datasets/train/1\syn04883.png,1
./datasets/train/1\syn04894.png,1
./datasets/train/1\syn04956.png,1
./datasets/train/1\syn04966.png,1
./datasets/train/1\syn04967.png,1
./datasets/train/1\syn05088.png,1
./datasets/train/1\syn05097.png,1
./datasets/train/1\syn05118.png,1
./datasets/train/1\syn05149.png,1
./datasets/train/1\syn05157.png,1
./datasets/train/1\syn05196.png,1
./datasets/train/1\syn05211.png,1
./datasets/train/1\syn05263.png,1
./datasets/train/1\syn05305.png,1
./datasets/train/1\syn05322.png,1
./datasets/train/1\syn05365.png,1
./datasets/train/1\syn05410.png,1
./datasets/train/1\syn05422.png,1
./datasets/train/1\syn05435.png,1
./datasets/train/1\syn05443.png,1
./datasets/train/1\syn05445.png,1
./datasets/train/1\syn05464.png,1
./datasets/train/1\syn05493.png,1
./datasets/train/1\syn05541.png,1
./datasets/train/1\syn05543.png,1
./datasets/train/1\syn05546.png,1
./datasets/train/1\syn05565.png,1
./datasets/train/1\syn05610.png,1
./datasets/train/1\syn05624.png,1
./datasets/train/1\syn05640.png,1
./datasets/train/1\syn05656.png,1
./datasets/train/1\syn05695.png,1
./datasets/train/1\syn05709.png,1
./datasets/train/1\syn05753.png,1
./datasets/train/1\syn05827.png,1
./datasets/train/1\syn05948.png,1
./datasets/train/1\syn06007.png,1
./datasets/train/1\syn06047.png,1
./datasets/train/1\syn06061.png,1
./datasets/train/1\syn06079.png,1
./datasets/train/1\syn06093.png,1
./datasets/train/1\syn06184.png,1
./datasets/train/1\syn06199.png,1
./datasets/train/1\syn06219.png,1
./datasets/train/1\syn06247.png,1
./datasets/train/1\syn06262.png,1
./datasets/train/1\syn06276.png,1
./datasets/train/1\syn06326.png,1
./datasets/train/1\syn06364.png,1
./datasets/train/1\syn06399.png,1
./datasets/train/1\syn06482.png,1
./datasets/train/1\syn06577.png,1
./datasets/train/1\syn06583.png,1
./datasets/train/1\syn06600.png,1
./datasets/train/1\syn06625.png,1
./datasets/train/1\syn06695.png,1
./datasets/train/1\syn06721.png,1
./datasets/train/1\syn06858.png,1
./datasets/train/1\syn06878.png,1
./datasets/train/1\syn06887.png,1
./datasets/train/1\syn06934.png,1
./datasets/train/1\syn06937.png,1
./datasets/train/1\syn06956.png,1
./datasets/train/1\syn07010.png,1
./datasets/train/1\syn07126.png,1
./datasets/train/1\syn07169.png,1
./datasets/train/1\syn07177.png,1
./datasets/train/1\syn07208.png,1
./datasets/train/1\syn07246.png,1
./datasets/train/1\syn07263.png,1
./datasets/train/1\syn07301.png,1
./datasets/train/1\syn07311.png,1
./datasets/train/1\syn07315.png,1
./datasets/train/1\syn07352.png,1
./datasets/train/1\syn07371.png,1
./datasets/train/1\syn07372.png,1
./datasets/train/1\syn07382.png,1
./datasets/train/1\syn07496.png,1
./datasets/train/1\syn07545.png,1
./datasets/train/1\syn07574.png,1
./datasets/train/1\syn07575.png,1
./datasets/train/1\syn07644.png,1
./datasets/train/1\syn07723.png,1
./datasets/train/1\syn07741.png,1
./datasets/train/1\syn07775.png,1
./datasets/train/1\syn07799.png,1
./datasets/train/1\syn07800.png,1
./datasets/train/1\syn07801.png,1
./datasets/train/1\syn07805.png,1
./datasets/train/1\syn07833.png,1
./datasets/train/1\syn07872.png,1
./datasets/train/1\syn08002.png,1
./datasets/train/1\syn08142.png,1
./datasets/train/1\syn08273.png,1
./datasets/train/1\syn08323.png,1
./datasets/train/1\syn08340.png,1
./datasets/train/1\syn08370.png,1
./datasets/train/1\syn08386.png,1
./datasets/train/1\syn08387.png,1
./datasets/train/1\syn08428.png,1
./datasets/train/1\syn08471.png,1
./datasets/train/1\syn08514.png,1
./datasets/train/1\syn08519.png,1
./datasets/train/1\syn08588.png,1
./datasets/train/1\syn08637.png,1
./datasets/train/1\syn08657.png,1
./datasets/train/1\syn08676.png,1
./datasets/train/1\syn08689.png,1
./datasets/train/1\syn08694.png,1
./datasets/train/1\syn08750.png,1
./datasets/train/1\syn08770.png,1
./datasets/train/1\syn08843.png,1
./datasets/train/1\syn08872.png,1
./datasets/train/1\syn08964.png,1
./datasets/train/1\syn08999.png,1
./datasets/train/1\syn09082.png,1
./datasets/train/1\syn09092.png,1
./datasets/train/1\syn09115.png,1
./datasets/train/1\syn09118.png,1
./datasets/train/1\syn09151.png,1
./datasets/train/1\syn09153.png,1
./datasets/train/1\syn09174.png,1
./datasets/train/1\syn09194.png,1
./datasets/train/1\syn09256.png,1
./datasets/train/1\syn09272.png,1
./datasets/train/1\syn09289.png,1
./datasets/train/1\syn09292.png,1
./datasets/train/1\syn09299.png,1
./datasets/train/1\syn09333.png,1
./datasets/train/1\syn09351.png,1
./datasets/train/1\syn09370.png,1
./datasets/train/1\syn09463.png,1
./datasets/train/1\syn09481.png,1
./datasets/train/1\syn09484.png,1
